track,album_name,artist,release_date,isrc,all_time_rank,track_score,spotify_streams,spotify_playlist_count,spotify_playlist_reach,spotify_popularity,youtube_views,youtube_likes,tiktok_posts,tiktok_likes,tiktok_views,youtube_playlist_reach,apple_music_playlist_count,airplay_spins,deezer_playlist_count,deezer_playlist_reach,shazam_counts,explicit_track
Good News,Good News,Mac Miller,2020-01-09,USWB11801008,3567,22.8,447761883.0,116525.0,15419745.0,64.0,183168994.0,2032885.0,95825.0,43407153.0,367511487.0,2621984.0,57.0,4887.0,42.0,201584.0,666198.0,0
Mejor Que Yo,Mejor Que Yo - Single,Anuel AA,2023-05-04,QM6N22374183,3552,22.8,81623095.0,18046.0,6605054.0,59.0,109132919.0,1146510.0,182364.5,27141268.0,265551910.0,100962228.0,18.0,3065.0,2.0,4440.0,231295.0,1
Wiggle (feat. Snoop Dogg),Talk Dirty,Jason Derulo,2013-09-10,USWB11400672,3568,22.8,458706557.0,72270.0,18270302.0,58.0,329962266.0,1714163.0,1969612.0,150122218.0,1599868506.0,202089.0,41.0,7255.0,31.0,120756.0,10208674.0,0
Evoque Prata,Evoque Prata,MC MENOR HR,2022-09-09,BCA2A2200128,3595,22.7,224150665.0,33067.0,14383640.0,58.0,105711690.0,630231.0,330044.0,15466674.0,279699428.0,176591291.0,7.0,648.0,33.0,191110.0,300617.0,1
Last Heartbreak Song,The Year I Turned 21,Ayra Starr,2024-05-30,USUG12402960,3580,22.7,6073281.0,592.0,22270490.0,67.0,3597876.0,151835.0,182364.5,27141268.0,265551910.0,32844745.0,61.0,184.0,17.0,1458694.0,102468.0,0
MIDDLE CHILD,TrapStar Turnt PopStar,PnB Rock,2019-05-02,USAT21901942,3590,22.7,143152814.0,37044.0,3705069.0,53.0,111536750.0,1932048.0,21064.0,7419600.0,56902607.0,15229934.0,2.0,251.0,3.0,2963.0,172456.0,1
Pakistan,Pakistan,D-Block Europe,2023-06-29,USZXT2351612,3594,22.7,43844757.0,25855.0,2553452.0,56.0,15389226.0,98631.0,182364.5,30.0,1420.0,294.0,10.0,1580.0,6.0,248548.0,101226.0,1
Beat the Odds,Beat the Odds,Lil Tjay,2022-08-26,USSM12207337,3575,22.7,115581471.0,49847.0,5823632.0,60.0,46251839.0,946512.0,19042.0,11669063.0,93356963.0,231265850.0,16.0,38261.0,8.0,48742.0,359642.0,1
Barely Breathing,Barely Breathing,Grant Averill,2021-10-22,TCAFW2108079,3582,22.7,1479227.0,616.0,19001.0,22.0,105953.0,2195.0,3501522.0,290886962.0,5235190320.0,100962228.0,29.0,30.0,15.0,230295.0,126537.0,0
All Around The World (La La La),All Around The World (La La La),R3HAB,2019-04-05,NLW4L1900121,3571,22.7,654965766.0,124386.0,40611935.0,68.0,147035496.0,1383677.0,532715.0,150205415.0,1859282676.0,27772087.0,87.0,34490.0,117.0,793184.0,3047102.0,0
"You're On Your Own, Kid",Midnights,Taylor Swift,2022-10-21,USUG12205711,3585,22.7,587555589.0,34908.0,21579957.0,72.0,43130763.0,357803.0,77652.0,54962930.0,342958656.0,100962228.0,13.0,1087.0,3.0,22755.0,364310.0,0
Unknown,Unknown,kostromin,2021-02-02,QM4TW2159341,3578,22.7,116542329.0,41062.0,3658542.0,8.0,115229170.0,2436482.0,1844500.0,547119599.0,3964454629.0,1169307.0,9.0,1.0,3.0,3117.0,3536203.0,1
Already Rich,Already Rich,Yeat,2023-05-03,USUM72306884,3592,22.7,156047755.0,31578.0,4170271.0,70.0,13251602.0,156992.0,195434.0,26190022.0,273007809.0,83289.0,1.0,12.0,15.0,230295.0,252675.0,1
Bandana,Bandana - Single,Shubh,2024-03-29,INW262400703,3576,22.7,41479958.0,1644.0,5818260.0,72.0,25606311.0,481855.0,182364.5,27141268.0,265551910.0,100962228.0,14.0,95.0,15.0,230295.0,60404.0,0
Unknown,Unknown,Mrs. GREEN APPLE,2024-04-11,JPPO02401026,3573,22.7,26222603.0,921.0,7492428.0,74.0,23049880.0,275676.0,6375.0,27141268.0,265551910.0,100962228.0,30.0,255.0,15.0,230295.0,59611.0,0
Bruises,Bruises,Lewis Capaldi,2017-03-31,GBKPL1778698,3570,22.7,1135588382.0,132498.0,38683695.0,73.0,375823933.0,3028107.0,119383.0,13112648.0,120059618.0,14015244.0,69.0,30368.0,33.0,92939.0,2299610.0,0
exile (feat. Bon Iver),folklore,Taylor Swift,2020-07-24,USUG12002838,3572,22.7,757789027.0,81489.0,55181767.0,72.0,144150389.0,1468017.0,177809.0,72512284.0,553360638.0,14052190.0,70.0,10081.0,19.0,115184.0,1831311.0,0
THE GIRLS - BLACKPINK THE GAME OST,THE GIRLS (BLACKPINK THE GAME OST),BLACKPINK,2023-08-25,KRA402300038,3596,22.7,116539504.0,7964.0,8670175.0,62.0,92628391.0,2102936.0,30.0,204176.0,870565.0,41655609.0,7.0,4506.0,13.0,253740.0,220900.0,0
Raja Ji,Raja Ji,Pawan Singh,2023-06-30,ING642304903,3581,22.7,27244358.0,456.0,263080.0,61.0,175350809.0,995898.0,182364.5,27141268.0,265551910.0,29757537.0,29.0,5993.0,15.0,230295.0,12266.0,0
Unknown,Unknown,A.V.G,2023-07-17,DGA062340713,3593,22.7,10694922.0,5363.0,288263.0,50.0,120681039.0,653249.0,182364.5,762205.0,16374449.0,292889844.0,7.0,5993.0,15.0,230295.0,1593368.0,0
Love Sosa,Finally Rich (Deluxe),Chief Keef,2012-01-01,USUM71214600,3586,22.7,757522352.0,224483.0,30472220.0,74.0,101146931.0,1073571.0,186541.0,59591708.0,450672924.0,2329764.0,36.0,1404.0,9.0,17953.0,1130370.0,1
HIND'S HALL,HIND'S HALL,Macklemore,2024-05-10,ZZOPM2445925,3589,22.7,22463244.0,2291.0,2406268.0,73.0,2237688.0,147286.0,182364.5,111800.0,272100.0,100962228.0,6.0,985.0,3.0,1686021.0,86524.0,1
Skibidi,"Antipositive, Pt. 2",Little Big,2018-10-05,RUA591801291,3577,22.7,46872738.0,21343.0,1515150.0,49.0,876122384.0,6497142.0,552680.0,35154078.0,460636179.0,10539876.0,14.0,14.0,2.0,6971.0,1055258.0,0
I'm Geekin,I'm Geekin,DDG,2023-04-21,USSM12302214,3584,22.7,76004507.0,24334.0,3477076.0,60.0,9862592.0,231074.0,480208.0,182882813.0,1467434192.0,203939429.0,9.0,15042.0,10.0,94029.0,132370.0,1
Sunrise,One Thing At A Time,Morgan Wallen,2023-03-03,USUG12300812,3579,22.7,104516305.0,16554.0,1412703.0,67.0,44535669.0,284688.0,32776.0,2219054.0,23849216.0,100962228.0,3.0,155.0,15.0,230295.0,153036.0,0
ME! (feat. Brendon Urie of Panic! At The Disco),ME!,Taylor Swift,2019-04-26,USUG11901267,3588,22.7,859985881.0,17061.0,4818145.0,67.0,441233054.0,6454290.0,182364.5,27141268.0,265551910.0,472215964.0,112.0,56082.0,27.0,51446.0,2764962.0,0
Para de Mentir,Para de Mentir,Oruam,2023-11-16,BCM9A2300096,3569,22.7,44091443.0,4971.0,5768959.0,67.0,81099679.0,575459.0,182364.5,226237.0,1998040.0,349814773.0,29.0,5993.0,16.0,466460.0,903827.0,0
TRYNA MAKE SURE,TRYNA MAKE SURE,Moneybagg Yo,2024-05-03,USUM72404717,3591,22.7,5588636.0,1252.0,7389987.0,67.0,5680064.0,87918.0,182364.5,27141268.0,265551910.0,191383970.0,17.0,2.0,3.0,1369715.0,32511.0,1
Bella y Sensual,Golden,Romeo Santos,2017-07-21,USSD11700316,3611,22.6,494373634.0,45589.0,20264304.0,66.0,824555368.0,3078270.0,48062.0,5427309.0,40949580.0,254653941.0,35.0,3741.0,27.0,345817.0,1736972.0,0
Bertahan Terluka,Bertahan Terluka - Single,Fabio Asher,2022-02-02,SGB502203331,3603,22.6,171663870.0,10620.0,2901653.0,4.0,169981704.0,823356.0,1446616.0,315673377.0,4039554717.0,2312695.0,5.0,2475.0,15.0,230295.0,89958.0,0
if looks could kill,if looks could kill,Destroy Lonely,2023-03-03,USUM72302654,3618,22.6,88771696.0,46086.0,4886494.0,62.0,11580205.0,273458.0,3641.0,2217176.0,13785559.0,2668776.0,3.0,27.0,15.0,230295.0,456300.0,1
Save Me The Trouble,"Save Me The Trouble, Heartbreak On The Map, Bigger Houses",Dan + Shay,2023-07-14,USWB12302904,3616,22.6,28945482.0,3303.0,2239918.0,52.0,147139870.5,1277936.5,2424.0,90595.0,1916491.0,100962228.0,10.0,141650.0,3.0,88393.0,219049.0,0
Marisola - Remix,Marisola (Remix),Cris Mj,2022-12-15,CLA1D2200030,3621,22.6,325264193.0,47780.0,22081093.0,70.0,147139870.5,1277936.5,28194.0,7137722.0,83764776.0,100962228.0,9.0,18164.0,18.0,549718.0,903827.0,1
Trampoline,Trampoline,SHAED,2018-05-18,QZ47A1800201,3615,22.6,229366200.0,37923.0,4719100.0,55.0,96307326.0,1364046.0,598075.0,72671267.0,815192203.0,6201413.0,47.0,270234.0,13.0,7187.0,903827.0,0
Alone (with Nicki Minaj),Alone,Kim Petras,2023-04-21,USUG12302442,3622,22.6,79045342.0,18284.0,6628769.0,55.0,34142538.0,565870.0,19430.0,9297727.0,105037367.0,711554335.0,42.0,61153.0,18.0,214894.0,994509.0,1
Te Vi,Los muchachos vol. 1 - EP,Piso 21,2018-06-01,MXF151800454,3610,22.6,752708868.0,62653.0,31913503.0,70.0,535764821.0,2159262.0,751220.0,59390273.0,427823320.0,131977173.0,68.0,16739.0,46.0,347376.0,2326604.0,0
I Wanna Be Yours,AM,Arctic Monkeys,2013-01-01,GBCEL1300373,3597,22.6,2185240293.0,277753.0,129062801.0,86.0,109538379.0,1268458.0,2636.0,16502076.0,105020737.0,100962228.0,39.0,2746.0,36.0,2608421.0,4280207.0,0
Boyfriend,Believe,Justin Bieber,2012-01-01,USUM71202650,3614,22.6,538918222.0,73149.0,29404069.0,70.0,992302781.0,6629367.0,260418.0,26028741.0,149188520.0,184669606.0,43.0,5481.0,20.0,206290.0,3052967.0,0
PARANOIA,PARANOIA,HEARTSTEEL,2023-10-23,QZH6S1900806,3601,22.6,77600263.0,13012.0,1664856.0,67.0,50406342.0,923571.0,11600.0,11407462.0,80073768.0,76473184.0,29.0,80.0,15.0,230295.0,74897.0,0
Story of My Life,Story of My Life,One Direction,2013-10-28,GBHMU1300210,3607,22.6,1275036167.0,143693.0,85520811.0,79.0,264658339.0,3696633.0,330028.0,105141667.0,862277477.0,62831.0,101.0,86998.0,44.0,322268.0,9015652.0,0
Black Summer,Black Summer,Red Hot Chili Peppers,2022-02-04,USWB12105880,3606,22.6,128264127.0,34856.0,14539064.0,57.0,57252735.0,907529.0,4321.0,1049186.0,20590526.0,97206641.0,21.0,184255.0,17.0,35774.0,1471206.0,0
Devil You Know,Devil You Know - Single,Tyler Braden,2024-02-02,USWB12400281,3599,22.6,37634335.0,4046.0,11535906.0,21.0,12646991.0,155250.0,182364.5,27141268.0,265551910.0,649110857.0,7.0,3216.0,3.0,11371.0,108677.0,0
run for the hills,THINK LATER,Tate McRae,2023-12-08,USRC12302981,3604,22.6,120880428.0,10296.0,16902097.0,67.0,11115978.0,143233.0,182364.5,27141268.0,265551910.0,1813086064.0,25.0,6894.0,29.0,297952.0,147452.0,1
I Know - PR1ISVX Edit,I Know (PR1ISVX Edit),Kanii,2023-03-24,USWB12301125,3617,22.6,152454686.0,34461.0,5057389.0,65.0,147139870.5,1277936.5,182364.5,27141268.0,265551910.0,100962228.0,4.0,161.0,2.0,190.0,159945.0,1
Wish,Wish,Diler Kharkiya,2020-11-20,INS922000422,3598,22.6,10848948.0,1036.0,186826.0,45.0,681881643.0,3559389.0,471.0,58718.0,1327611.0,100962228.0,29.0,5993.0,15.0,230295.0,42722.0,0
Let Me Love You,Turning Point,Mario,2004-01-01,USJAY0400348,3608,22.6,971172980.0,146441.0,57655350.0,70.0,996052113.0,5781852.0,158366.0,21655145.0,171491357.0,559214970.0,119.0,112158.0,86.0,1476213.0,6473758.0,0
Sofia,Sofia,Alvaro Soler,2016-04-15,DEUM71601055,3612,22.6,353525330.0,59509.0,9323605.0,65.0,1004545222.0,7106869.0,379396.0,17082677.0,151019644.0,191192432.0,21.0,43791.0,16.0,74676.0,6134790.0,0
Beso (Fruta Fresca),Beso (Fruta Fresca),Wakyin,2023-12-13,USUG12310037,3605,22.6,26036782.0,13038.0,16595457.0,67.0,4008686.0,45996.0,182364.5,27141268.0,265551910.0,100962228.0,5.0,810.0,12.0,520010.0,417318.0,0
Ya Lili,Ya Lili,Balti,2017-11-07,LBA0H1700138,3609,22.6,54678867.0,18538.0,1506717.0,46.0,1004615686.0,7493088.0,898905.0,35556332.0,816621236.0,3865576.0,4.0,473.0,6.0,44373.0,3070031.0,0
Those Eyes,Those Eyes,New West,2019-05-10,TCAEE1990215,3613,22.6,785139012.0,119530.0,33481593.0,73.0,147215663.0,1730949.0,114347.0,79425600.0,594352793.0,3600049.0,23.0,19144.0,9.0,28495.0,2332983.0,0
Little Foot Big Foot (feat. Young Nudy),Atavista,Childish Gambino,2024-05-13,USRC12302587,3602,22.6,7362358.0,1483.0,4517785.0,67.0,6647943.0,266158.0,182364.5,27141268.0,265551910.0,381728.0,17.0,375.0,21.0,139488.0,42895.0,1
Girl On Fire,NRJ Music Awards 2013,Alicia Keys,2012-01-01,USRC11201015,3620,22.6,646295324.0,96138.0,42759011.0,71.0,719570982.0,5771711.0,1767171.0,100602291.0,1264756176.0,233120548.0,112.0,132465.0,67.0,216702.0,5809958.0,0
Like I Want You,LIKE I WANT YOU,Giveon,2019-11-21,USSM11914370,3623,22.6,382565051.0,85310.0,24209669.0,69.0,121875542.0,986189.0,62502.0,17799186.0,123745488.0,1263721.0,55.0,25.0,14.0,71931.0,1222113.0,0
"Naiyo Lagda (From ""Kisi Ka Bhai Kisi Ki Jaan"")","Naiyo Lagda (From ""Kisi Ka Bhai Kisi Ki Jaan"")",Himesh Reshammiya,2023-02-12,INZ031412468,3638,22.5,5828713.0,790.0,115824.0,67.0,251302629.0,2884972.0,182364.5,27141268.0,265551910.0,87239915.0,2.0,5993.0,15.0,230295.0,97864.0,0
Black Magic,Black Magic,Little Mix,2015-05-21,GBHMU1500046,3637,22.5,642037328.0,56621.0,20621933.0,67.0,1143353058.0,9332783.0,130256.0,33193688.0,290754721.0,633436955.0,110.0,39176.0,25.0,115424.0,2332701.0,0
Budapest,Did You Hear the Rain?,George Ezra,2013-11-03,GBARL1400477,3646,22.5,1142061871.0,140545.0,43438732.0,79.0,265620751.0,1528733.0,13128.0,5175533.0,42711557.0,16631579.0,183.0,106124.0,68.0,309720.0,12360774.0,0
Shellfish cumbia,Retumbo,H2O,2023-03-31,USA2B2308081,3633,22.5,247133830.0,2.0,4.0,67.0,244228052.0,570281.0,182364.5,27141268.0,265551910.0,100962228.0,29.0,2.0,15.0,230295.0,903827.0,0
Mi Tesoro (feat. Nicky Jam),Motivan2,Zion & Lennox,2016-09-30,USWL11600243,3631,22.5,162240700.0,16013.0,5249592.0,54.0,168005056.0,764995.0,6895858.0,72549539.0,1426765550.0,150952.0,10.0,1586.0,13.0,69938.0,829090.0,0
ERE,ERE,juan karlos,2023-08-04,PHUM72300128,3626,22.5,117290821.0,8229.0,6844366.0,62.0,79061420.0,533194.0,220671.0,17870184.0,201566991.0,46522818.0,5.0,715.0,15.0,230295.0,20508.0,1
Alcohol-Free,Alcohol-Free,TWICE,2021-06-09,US5TA2100022,3634,22.5,224295163.0,24906.0,7188926.0,62.0,398036555.0,5248109.0,154492.0,122614400.0,811061720.0,162479822.0,25.0,2581.0,1.0,32602.0,339808.0,0
Bad boy,Bad boy,Marwa Loud,2018-01-01,FR7IX1800130,3639,22.5,228588822.0,55077.0,5070531.0,63.0,526305086.0,5736409.0,2331929.0,348414974.0,3551204518.0,231380.0,12.0,8461.0,9.0,15135.0,4386468.0,0
Voices In My Head,Voices In My Head,Falling In Reverse,2022-05-31,USEP42231001,3644,22.5,122568479.0,33824.0,2017666.0,68.0,109752215.0,1100224.0,20900.0,2568996.0,33939631.0,15820345.0,7.0,51518.0,3.0,7303.0,365803.0,1
LA NENA,LA NENA - Single,Lyanno,2024-04-11,QM4TW2488674,3643,22.5,29683046.0,4064.0,52935650.0,80.0,7710244.0,112034.0,182364.5,27141268.0,265551910.0,2613123.0,10.0,790.0,6.0,88547.0,71193.0,1
Better Now,beerbongs & bentleys,Post Malone,2018-04-27,USUM71805184,3647,22.5,1953403531.0,5013.0,1630513.0,46.0,849135355.0,6338986.0,182364.5,27141268.0,265551910.0,605280632.0,54.0,5993.0,15.0,230295.0,903827.0,0
Hati-Hati di Jalan,Manusia,Tulus,2022-03-03,FR2X42253130,3627,22.5,306652166.0,21841.0,7413119.0,69.0,225136062.0,2113507.0,371413.0,158047875.0,1719389454.0,100962228.0,17.0,13846.0,15.0,230295.0,107807.0,0
Quicksand,Quicksand,Morray,2020-10-30,CA5KR2101974,3642,22.5,92536126.0,39798.0,3748995.0,53.0,290871758.0,2393255.0,17868.0,11967754.0,101473422.0,22027642.0,27.0,72653.0,4.0,2505.0,1464482.0,1
Singapur,El Androide,El Alfa,2020-05-15,USDY42003198,3641,22.5,200520284.0,32859.0,6302679.0,64.0,477774248.0,3156383.0,619224.0,144110176.0,1255331962.0,9497811.0,6.0,1955.0,4.0,17685.0,576685.0,0
Just Dance,The Fame,Lady Gaga,2008-01-01,USUM70807646,3629,22.5,1062571821.0,183102.0,83157868.0,74.0,566585521.0,2999671.0,135610.0,86779845.0,623454990.0,175213622.0,166.0,209992.0,69.0,1145161.0,7126620.0,0
Tom's Diner,Tom's Diner,AnnenMayKantereit,2019-06-28,DEUM71903009,3640,22.5,296543065.0,117924.0,14177874.0,68.0,205245834.0,3566571.0,256438.0,262367607.0,2473547695.0,6435978.0,12.0,6060.0,16.0,103155.0,3560853.0,0
La Jeepeta - Remix,La Jeepeta (Remix),Nio Garcia,2020-04-24,QM6MZ2057011,3625,22.5,672449007.0,89441.0,25654350.0,64.0,147139870.5,1277936.5,1264802.0,76708336.0,770493680.0,100962228.0,68.0,13831.0,27.0,345282.0,1329269.0,1
Ojos Marrones,Ojos Marrones - Single,Dos Waves,2023-02-12,GX3Q92325690,3632,22.5,2307.0,33806.5,13496421.5,67.0,268591891.0,1143635.0,182364.5,27141268.0,265551910.0,373331912.0,29.0,1.0,15.0,230295.0,1542.0,0
Marvins Room,Marvins Room,Drake,2011-07-22,USCM51100267,3624,22.5,597923434.0,102247.0,25718396.0,68.0,201599895.0,1427945.0,27417.0,22548238.0,138482890.0,10451007.0,81.0,185.0,12.0,148200.0,903827.0,1
The Motto,Take Care (Deluxe),Drake,2011-11-15,USCM51100731,3630,22.5,549699659.0,89323.0,25996675.0,68.0,76930754.0,622540.0,2177.0,1966065.0,13825915.0,11000116.0,89.0,39594.0,21.0,241905.0,903827.0,1
Hot (feat. Gunna),So Much Fun,Young Thug,2019-08-16,USAT21904711,3635,22.5,387820994.0,84975.0,16825587.0,64.0,292576551.0,2516143.0,108794.0,43178104.0,366572254.0,30753691.0,46.0,6.0,15.0,26150.0,2389263.0,1
Skibidi Toilet,Skibidi Toilet,Lil Big Stack,2023-06-18,QZMEP2360644,3636,22.5,8388731.0,1929.0,194015.0,55.0,7936486.0,153016.0,1182000.0,31867349.0,639301182.0,100962228.0,29.0,5993.0,15.0,230295.0,15378.0,0
moment,moment,Vierre Cloud,2019-12-19,QM42K1931856,3628,22.5,383570519.0,111710.0,19093657.0,71.0,25031987.0,409300.0,96178.0,50379871.0,332001686.0,67641.0,9.0,13.0,4.0,59180.0,914081.0,0
Heaven Takes You Home,Paradise Again,Swedish House Mafia,2022-04-15,USUG12202132,3649,22.5,248202976.0,55197.0,31793054.0,71.0,59788261.0,351230.0,11712.0,2134589.0,36131031.0,1752736829.0,50.0,49346.0,35.0,1204670.0,903827.0,0
Far Away (2020 Remaster),All The Right Reasons (15th Anniversary Expanded Edition),Nickelback,2020-10-02,USRH12000111,3661,22.4,378296524.0,1941.0,494700.0,61.0,147139870.5,1277936.5,182364.5,27141268.0,265551910.0,100962228.0,5.0,5993.0,15.0,230295.0,903827.0,0
God Damn,Ek Tha Raja,Badshah,2024-03-18,INUM72400156,3651,22.4,34233316.0,1547.0,5202586.0,70.0,32452229.0,499855.0,182364.5,27141268.0,265551910.0,19904542.0,9.0,216.0,2.0,796.0,66159.0,0
Razzi Bolja,Razzi Bolja,Harjeet Deewana,2021-01-17,ING582100020,3664,22.4,14329936.0,1206.0,238098.0,51.0,651601460.0,2438665.0,189.0,14251.0,249060.0,100962228.0,29.0,5993.0,15.0,230295.0,38084.0,0
"Tested, Approved & Trusted",I Told Them...,Burna Boy,2023-08-23,USAT22307524,3658,22.4,42115225.0,15081.0,3685016.0,61.0,35754905.0,292516.0,171.0,694348.0,12150553.0,100107628.0,50.0,3272.0,6.0,39982.0,972640.0,1
GALOPA,GALOPA,PEDRO SAMPAIO,2021-09-16,BRWMB2100721,3667,22.4,210287302.0,26385.0,7610967.0,57.0,312406682.0,1727224.0,352725.0,79097830.0,1043956869.0,20077955.0,17.0,5343.0,36.0,74508.0,302042.0,0
Reckless,Reckless,Madison Beer,2021-06-04,USSM12102874,3670,22.4,504851489.0,57183.0,22431648.0,66.0,156937871.0,2288818.0,175947.0,95616150.0,763454337.0,820387064.0,43.0,24679.0,12.0,84499.0,845428.0,0
Paint The Town Red,Paint The Town Red,Doja Cat,2023-08-03,USRC12301713,3678,22.4,1065399331.0,3719.0,1828974.0,52.0,147139870.5,1277936.5,182364.5,27141268.0,265551910.0,100962228.0,51.0,377.0,2.0,7982.0,903827.0,0
BEST ON EARTH (feat. BIA) - Bonus,BEST ON EARTH (feat. BIA),Russ,2019-10-18,USSM11913145,3665,22.4,236121136.0,50891.0,7553724.0,60.0,66409032.0,793546.0,40154.0,5254332.0,44773047.0,1075576.0,34.0,85329.0,15.0,11093.0,2596463.0,1
Drunk (And I Don't Wanna Go Home),Drunk (And I Don't Wanna Go Home),Elle King,2021-02-26,USRC12100003,3676,22.4,198817832.0,29696.0,13496258.0,61.0,72494045.0,589638.0,28163.0,5259924.0,88185708.0,240248194.0,53.0,207532.0,4.0,991.0,1594014.0,0
Overdrive,Overdrive,Post Malone,2023-07-14,USUM72306020,3669,22.4,130236751.0,27992.0,6772366.0,63.0,9721972.0,104453.0,21289.0,4910687.0,52127762.0,100962228.0,17.0,7742.0,15.0,366175.0,229064.0,0
Cuando Nadie Ve,Cuando Nadie Ve,Morat,2018-06-08,ES5701800456,3673,22.4,621596476.0,41914.0,21124626.0,72.0,761391767.0,3404496.0,127773.0,13275748.0,84607917.0,210012869.0,23.0,17161.0,36.0,1908898.0,1406798.0,0
Freak (feat. REI AMI),Thrill Seeker,Sub Urban,2020-03-13,USWB12000170,3652,22.4,193103080.0,47712.0,8225689.0,62.0,282087862.0,4970570.0,1349437.0,175447722.0,1526797371.0,15573122.0,5.0,2357.0,2.0,5607.0,1359388.0,0
Sugar Rush Ride,The Name Chapter: TEMPTATION,TOMORROW X TOGETHER,2023-01-27,USA2P2243432,3672,22.4,178523233.0,14560.0,6470472.0,67.0,140763661.0,2394273.0,144009.0,133503343.0,697618053.0,53703779.0,11.0,1785.0,5.0,36012.0,370282.0,0
Sakhiyaan,Sakhiyaan,Maninder Buttar,2018-10-21,FR96X1865569,3668,22.4,177496669.0,14789.0,2384549.0,65.0,776438148.0,6800185.0,1109656.0,28941338.0,339486868.0,31425935.0,4.0,113.0,15.0,230295.0,433239.0,0
Aynen,Hermano,Heijan,2023-04-28,QZMZ92307983,3663,22.4,66701855.0,12381.0,2302824.0,57.0,132663199.0,408097.0,59853.0,1885010.0,52142540.0,289637676.0,7.0,2069.0,15.0,230295.0,241463.0,0
IDGAF,Dua Lipa (Deluxe),Dua Lipa,2017-06-02,GBAHT1600301,3675,22.4,1583012380.0,108894.0,36019109.0,71.0,223607979.0,2045247.0,737796.0,18251968.0,135618240.0,21900.0,129.0,277.0,190.0,438831.0,6705604.0,1
Maniac,Maniac,Conan Gray,2019-10-25,USUM71920712,3653,22.4,845222205.0,109624.0,33327204.0,71.0,108306968.0,2342473.0,196948.0,49175319.0,316355255.0,21240769.0,58.0,30836.0,17.0,25809.0,1531126.0,0
Si Supieras,Si Supieras,Daddy Yankee,2019-06-28,US2BU1900761,3677,22.4,306404848.0,33666.0,10575144.0,63.0,605370523.0,2987290.0,410825.0,4557282.0,56631793.0,131730572.0,47.0,4874.0,14.0,108812.0,1301119.0,0
Love Someone,Love Someone,Lukas Graham,2018-09-07,USWB11801903,3674,22.4,753200066.0,76430.0,26556274.0,63.0,277222671.0,1404539.0,260432.0,16265262.0,192443386.0,7782057.0,51.0,111900.0,38.0,48577.0,903827.0,0
Dance Alone,Dance Alone,Sia,2024-02-07,USAT22400525,3660,22.4,25180079.0,3020.0,15579341.0,3.0,4405480.0,64658.0,182364.5,27141268.0,265551910.0,2050084502.0,46.0,40258.0,32.0,6943957.0,206471.0,0
Suano,Suano - Single,NTG,2024-03-24,TCAIA2470789,3656,22.4,15333864.0,1439.0,35368637.0,71.0,11215883.0,86574.0,121600.0,27141268.0,265551910.0,3407832.0,6.0,190.0,5.0,555882.0,122965.0,1
Heart On Ice,Heart On Ice,Rod Wave,2019-05-31,USUYG1257043,3659,22.4,320136804.0,70340.0,8592699.0,62.0,300606606.0,2725053.0,274439.0,65635809.0,415394142.0,38241072.0,24.0,14504.0,2.0,8128.0,1552968.0,1
POP/STARS,POP/STARS,K/DA,2018-11-03,NLRD51859885,3650,22.4,352999804.0,49066.0,6820467.0,64.0,688305700.0,7491512.0,2636.0,3122902.0,22307459.0,105803850.0,16.0,2110.0,10.0,27275.0,768827.0,0
Ring (feat. Kehlani),Invasion of Privacy,Cardi B,2018-04-06,USAT21801432,3671,22.4,242105356.0,25649.0,5257047.0,59.0,327705174.0,2907887.0,129582.0,5433488.0,38979215.0,25155712.0,21.0,48967.0,7.0,36419.0,1550411.0,1
Potion (with Dua Lipa & Young Thug),Potion (with Dua Lipa & Young Thug),Calvin Harris,2022-05-27,GBARL2201128,3657,22.4,221965013.0,38872.0,27661038.0,60.0,51083768.0,550181.0,569.0,256156.0,4096148.0,3165598002.0,58.0,113411.0,62.0,1596584.0,1046181.0,1
"Young, Wild & Free (feat. Bruno Mars)","Young, Wild & Free (feat. Bruno Mars)",Snoop Dogg,2011-10-11,USAT21102232,3679,22.4,1431126152.0,247483.0,44736824.0,70.0,850533301.0,6782649.0,201008.0,24881938.0,222945510.0,157062927.0,95.0,10266.0,69.0,289282.0,142030.0,1
NEW MAGIC WAND,IGOR,"Tyler, The Creator",2019-05-17,USQX91901115,3703,22.3,617991511.0,145653.0,18875661.0,74.0,100752374.0,1194201.0,98442.0,100573264.0,661984472.0,6476.0,16.0,194.0,8.0,73030.0,1512216.0,1
Taaron Ke Shehar,Taaron Ke Shehar,Neha Kakkar,2020-09-20,INS182006274,3686,22.3,95962246.0,7017.0,3232549.0,58.0,663681127.0,5839475.0,182364.5,27141268.0,265551910.0,231939795.0,2.0,25.0,15.0,230295.0,198978.0,0
Monster,Monster,LUM!X,2019-04-19,ITV951900009,3704,22.3,324575469.0,84886.0,16138519.0,66.0,84490948.0,834256.0,2636838.0,355125016.0,4875609910.0,100962228.0,25.0,16.0,27.0,599230.0,3588080.0,0
River (feat. Ed Sheeran),Revival,Eminem,2017-12-15,USUM71712944,3691,22.3,830410811.0,95470.0,18564708.0,67.0,288374900.0,2645448.0,91490.0,5687706.0,33671145.0,1257293.0,49.0,105.0,24.0,54375.0,4748281.0,1
Churchill Downs (feat. Drake),Come Home The Kids Miss You,Jack Harlow,2022-05-06,USAT22203487,3690,22.3,153857576.0,59992.0,11239045.0,61.0,77159004.0,877109.0,11005.0,8710165.0,72804876.0,433000162.0,11.0,1803.0,15.0,230295.0,577230.0,1
